"TL0_1"	"TL0_2"	"TL0_3"	"TL1_1"	"TL1_2"	"TL1_3"
"LOC107809779"	683	779	827	580	528	748
"LOC107809780"	5	3	3	4	6	1
"LOC107809782"	365	412	573	305	321	398
"LOC107809783"	60	90	101	97	73	110
"LOC107809781"	2064	1802	1497	1123	1131	1181
"LOC107809785"	88	123	140	98	103	108
"LOC107809787"	6	17	12	4	28	7
"LOC107809784"	0	0	0	0	0	0
"LOC107809790"	38	38	63	48	24	24
"LOC107809789"	162	149	140	179	129	185
"LOC107809788"	2884	2436	2557	5513	7716	5337
"LOC107809791"	126	119	171	18	42	46
"LOC107809793"	0	0	0	0	0	0
"LOC107809795"	367	391	357	164	198	209
"LOC107809797"	1010	519	1017	322	482	473
"TRNAG-GCC_56"	0	0	0	0	0	0
"LOC107809796"	363	291	379	301	275	380
"TRNAG-GCC_57"	0	0	0	0	0	0
"LOC107809794"	387	323	383	434	362	412
"LOC107809798"	101	180	202	156	231	150
"LOC107809802"	1142	893	1473	1405	1400	1684
"LOC107809801"	1047	824	1054	849	954	849
"TRNAV-CAC_20"	0	0	0	0	0	0
"LOC107809803"	97	77	123	122	139	196
"LOC107809805"	30	12	18	16	8	32
"LOC107809806"	99	102	116	74	68	85
"LOC107809807"	2	8	14	13	54	26
"LOC107809811"	45	12	34	3	2	3
"LOC107809808"	0	0	0	0	0	0
"LOC107809809"	0	0	0	0	0	0
"LOC107809812"	2533	1880	2645	1583	1674	2307
"LOC107809813"	493	379	622	807	942	964
"LOC107809814"	308	234	366	197	301	483
"LOC107809815"	194	271	157	64	57	107
"LOC107809816"	311	298	236	369	320	340
"LOC107809818"	2	2	1	0	0	0
"LOC107809819"	2782	2030	2321	1143	1301	1173
"LOC107809820"	0	0	0	0	0	0
"LOC107809821"	0	0	0	0	0	0
"LOC107809822"	0	0	0	0	0	0
"LOC107809824"	168	176	308	209	164	281
"LOC107809825"	0	0	0	0	0	0
"LOC107809826"	0	0	0	0	0	0
"LOC107809827"	3105	2720	3077	1697	1841	1821
"LOC107809828"	280	283	427	964	1061	986
"LOC107809829"	169	142	188	154	136	252
"LOC107809831"	915	922	851	551	604	595
"LOC107809833"	0	0	0	0	0	0
"LOC107809832"	15	16	20	4	9	7
"LOC107809834"	212	184	238	100	124	152
"LOC107809836"	2	3	5	0	0	0
"LOC107809837"	44	68	45	55	32	50
"LOC107809838"	79	67	101	64	54	86
"LOC107809839"	100	80	81	97	66	101
"LOC107809840"	837	507	986	628	720	1010
"LOC107809841"	20	32	16	2	11	5
"TRNAK-CUU_41"	0	0	0	0	0	0
"LOC107809842"	16	47	15	22	15	39
"LOC107809844"	0	0	0	0	0	0
"LOC107809846"	0	0	0	0	0	0
"LOC107809845"	0	0	0	0	0	0
"LOC107809847"	5816	11435	5766	5356	6851	4885
"LOC107809848"	0	0	0	0	0	0
"LOC107809849"	0	0	0	0	0	0
"LOC107809852"	12783	9376	12397	21575	24598	29675
"LOC107809850"	0	0	0	0	0	0
"LOC107809851"	0	0	0	0	0	0
"LOC107809853"	2	2	4	2	2	1
"LOC107809854"	942	889	1120	1840	1664	1722
"LOC107809855"	0	0	0	0	0	0
"LOC107809858"	77	50	46	100	104	106
"LOC107809857"	0	0	0	0	0	0
"LOC107809860"	0	0	0	2	0	0
"LOC107809859"	0	5	0	2	0	8
"LOC107809862"	48	38	73	64	81	102
"LOC107809861"	438	653	423	227	360	259
"LOC107809868"	574	529	577	155	217	254
"LOC107809866"	30	23	48	9	16	32
"LOC107809864"	6	0	10	0	12	14
"LOC107809865"	4	4	2	0	0	0
"LOC107809869"	161	148	226	126	190	207
"LOC107809871"	0	0	0	0	0	0
"LOC107809872"	1601	1397	1768	1436	1352	1475
"LOC107809873"	504	545	518	662	619	731
"LOC107809875"	765	859	798	847	795	893
"LOC107809874"	0	0	0	0	0	0
"LOC107809878"	235	217	252	345	388	375
"LOC107809877"	0	0	0	0	0	0
"LOC107809879"	46	67	59	22	24	21
"LOC107809880"	22	25	23	29	36	23
"LOC107809881"	164	130	214	59	102	130
"LOC107809886"	58	67	39	46	39	45
"LOC107809883"	0	0	2	0	0	1
"LOC107809888"	13870	8497	12913	9012	8951	11165
"LOC107809885"	0	0	0	0	0	0
"LOC107809889"	1190	934	1139	1017	1033	982
"LOC107809887"	513	417	444	544	631	767
"LOC107809882"	0	0	0	0	0	0
"LOC107809893"	15	4	22	7	5	17
"LOC107809892"	1491	1352	1615	1049	1048	1554
"LOC107809894"	346	242	466	277	335	437
"LOC107809890"	1	11	12	2	6	21
"LOC107809891"	102	116	105	206	422	894
"LOC107809895"	0	0	0	0	0	0
"LOC107809896"	0	3	3	0	2	0
"TRNAK-UUU_41"	0	0	0	0	0	0
"LOC107809900"	0	0	0	0	0	0
"LOC107809901"	0	0	0	0	0	0
"LOC107809903"	28	23	30	2	6	22
"LOC107809902"	0	0	0	0	0	0
"LOC107809904"	0	0	0	0	0	0
"LOC107809905"	0	0	0	0	0	0
"LOC107809911"	234	195	207	228	212	334
"LOC107809910"	137	120	145	99	131	143
"LOC107809908"	0	0	0	0	0	0
"LOC107809909"	0	0	0	0	0	0
"LOC107809907"	19	15	20	12	10	35
"LOC107809912"	2	4	0	6	0	2
"LOC107809913"	18	62	55	9	22	13
"LOC107809914"	2	0	8	4	4	6
"LOC107809916"	0	0	0	0	0	0
"LOC107809917"	0	0	0	0	0	0
"LOC107809918"	0	0	0	0	0	0
"LOC107809919"	186	182	143	88	112	96
"LOC107809923"	131	94	159	130	168	193
"LOC107809920"	415	517	461	246	393	427
"LOC107809921"	23	17	12	3	13	14
"LOC107809924"	377	285	275	84	111	141
"LOC107809925"	0	0	0	0	0	0
"LOC107809927"	284	205	280	154	223	203
"LOC107809931"	237	130	212	108	197	194
"LOC107809933"	47	38	58	35	29	37
"LOC107809928"	0	0	0	0	0	0
"LOC107809932"	1801	1501	1955	1229	1140	1270
"LOC107809929"	0	3	0	3	0	2
"LOC107809930"	47	76	111	287	273	291
"LOC107809935"	141	117	153	124	140	168
"LOC107809936"	104	190	120	91	105	114
"LOC107809938"	799	784	805	467	351	506
"LOC107809939"	526	406	509	513	501	553
"LOC107809937"	735	747	971	749	792	996
"LOC107809940"	0	4	0	0	0	0
"LOC107809943"	0	0	0	0	0	0
"LOC107809942"	174	122	231	74	70	108
"LOC107809946"	487	499	516	498	516	532
"LOC107809945"	263	179	295	271	352	335
"LOC107809947"	0	0	0	0	0	0
"LOC107809948"	0	0	0	0	0	0
"LOC107809949"	174	192	229	154	139	193
"LOC107809950"	0	0	0	0	0	0
"LOC107809951"	2	0	0	2	0	0
"LOC107809953"	39	37	51	17	24	64
"LOC107809954"	211	189	254	181	214	184
"LOC107809958"	308	224	289	252	301	340
"LOC107809961"	12	13	34	18	36	58
"LOC107809957"	28	14	27	14	30	30
"LOC107809956"	115	105	154	139	233	242
"LOC107809955"	8	1	0	0	0	2
"LOC107809960"	1057	1188	1108	1331	1256	1373
"LOC107809963"	450	454	602	298	315	395
"LOC107809962"	0	2	0	0	0	8
"TRNAT-AGU_24"	0	0	0	0	0	0
"LOC107809964"	184	198	207	143	154	241
"LOC107809966"	0	0	0	0	0	0
"LOC107809968"	2670	2414	3400	1466	1644	2071
"LOC107809967"	0	0	0	0	0	0
"LOC107809971"	215	218	243	189	195	291
"LOC107809969"	493	493	574	558	463	666
"LOC107809972"	0	2	0	0	2	0
"LOC107809973"	137	124	133	41	67	59
"LOC107809974"	0	0	0	0	6	0
"LOC107809975"	147	171	137	108	101	114
"LOC107809976"	111	91	91	59	55	80
"LOC107809977"	365	392	392	429	468	451
"LOC107809979"	4	8	9	7	12	6
"LOC107809981"	174	237	228	123	130	121
"LOC107809980"	990	653	1068	503	558	500
"LOC107809982"	160	192	210	90	66	145
"LOC107809983"	139	241	178	153	156	158
"LOC107809986"	60	64	112	89	75	103
"LOC107809984"	116	52	100	35	53	73
"LOC107809985"	17887	20873	18047	9412	12170	12005
"LOC107809988"	0	0	0	0	2	0
"LOC107809991"	396	193	556	518	643	477
"LOC107809989"	0	0	0	0	0	0
"LOC107809990"	32	52	57	36	34	54
"LOC107809992"	134	145	115	260	195	193
"LOC107809993"	0	0	0	0	0	0
"LOC107809994"	376	312	818	496	894	659
"LOC107809996"	0	0	0	0	0	0
"LOC107809997"	0	0	0	0	0	0
"LOC107809998"	28	9	1	16	3	4
"LOC107810003"	243	234	261	105	126	82
"LOC107810002"	0	0	2	2	0	0
"LOC107810004"	294	376	362	245	365	571
"LOC107810005"	1689	1657	1763	1152	1341	1453
"LOC107810007"	12	10	9	10	7	4
"LOC107810006"	87	104	81	63	50	76
"LOC107810008"	0	0	2	4	0	0
"LOC107810009"	62	55	52	71	89	47
"LOC107810011"	28	10	30	10	12	14
"LOC107810010"	3094	2893	3543	2529	3150	4557
"LOC107810013"	0	0	0	0	2	6
"LOC107810014"	321	251	311	444	543	437
"LOC107810015"	7	3	3	12	3	4
"LOC107810016"	0	0	0	0	0	0
"LOC107810018"	19	45	21	50	54	67
"LOC107810019"	318	291	345	212	305	297
"LOC107810021"	1464	1462	1625	868	912	1144
"LOC107810022"	0	0	0	0	0	0
"LOC107810023"	53	55	81	16	0	8
"LOC107810024"	130	116	154	86	112	165
"LOC107810025"	0	0	0	2	0	0
"LOC107810027"	0	0	0	0	0	0
"LOC107810028"	0	0	0	0	0	0
"LOC107810030"	50	31	69	75	65	81
"LOC107810029"	130	40	191	30	14	38
"LOC107810031"	10462	10225	10077	9690	7974	10394
"LOC107810032"	0	0	0	0	0	0
"LOC107810036"	329	274	287	277	220	275
"LOC107810033"	736	592	815	513	479	602
"LOC107810035"	1573	1686	1792	1917	1904	2041
"LOC107810037"	2	2	0	0	2	0
"LOC107810039"	330	272	295	232	200	288
"LOC107810038"	2	5	11	1	7	23
"LOC107810040"	0	0	0	0	0	0
"LOC107810041"	13	14	12	4	10	5
"LOC107810042"	0	0	0	0	0	0
"LOC107810043"	6	2	2	12	12	2
"LOC107810044"	14206	9445	16379	33087	33659	37803
"LOC107810045"	0	0	0	0	0	0
"LOC107810046"	3483	2848	3243	2135	2476	2670
"LOC107810047"	385	289	512	340	307	325
"LOC107810048"	118	146	183	89	151	106
"LOC107810049"	219	83	150	174	74	155
"LOC107810050"	75	50	66	40	52	84
"LOC107810051"	0	0	0	0	2	0
"LOC107810052"	228	206	215	217	170	254
"LOC107810053"	48	41	40	28	22	50
"LOC107810054"	0	0	2	0	2	0
"LOC107810055"	110	119	145	71	84	159
"LOC107810056"	124	92	112	202	130	172
"LOC107810059"	201	103	200	86	127	165
"LOC107810060"	6	8	17	10	18	2
"LOC107810058"	164	147	187	124	108	106
"LOC107810063"	0	0	0	0	0	0
"LOC107810061"	2	0	4	0	4	0
"LOC107810064"	2	0	4	0	0	18
"LOC107810065"	2	0	8	0	0	2
"LOC107810066"	6	0	5	1	2	1
"LOC107810068"	0	0	0	0	0	0
"LOC107810069"	0	0	0	0	0	0
"TRNAY-GUA_57"	0	0	0	0	0	0
"LOC107810070"	187	152	227	141	154	256
"LOC107810072"	613	511	639	723	835	1053
"LOC107810078"	0	2	0	0	0	0
"LOC107810074"	14	7	18	4	8	12
"LOC107810084"	129	155	194	117	109	122
"LOC107810079"	0	0	2	2	0	0
"LOC107810076"	4	10	22	22	26	30
"LOC107810073"	23	48	41	24	29	61
"LOC107810083"	906	585	873	806	924	1011
"LOC107810081"	101	40	159	29	34	16
"LOC107810082"	35	101	75	98	146	102
"LOC107810085"	2	3	16	6	2	14
"LOC107810086"	83	109	84	59	99	76
"LOC107810089"	30	31	19	12	25	25
"LOC107810090"	121	109	129	65	51	108
"LOC107810091"	324	303	375	212	223	288
"LOC107810088"	0	0	6	0	4	6
"LOC107810092"	1455	1479	1727	628	748	1130
"LOC107810093"	63	66	140	57	56	88
"LOC107810094"	201	163	325	53	62	59
"LOC107810095"	270	194	334	145	207	361
"LOC107810098"	26	20	18	30	12	25
"LOC107810097"	7	8	12	4	6	8
"LOC107810099"	222	142	202	194	198	240
"LOC107810100"	211	211	373	244	238	376
"TRNAK-CUU_42"	0	0	0	0	0	0
"LOC107810103"	516	484	472	353	353	404
"LOC107810102"	0	2	0	0	0	0
"LOC107810104"	713	686	837	618	745	648
"LOC107810105"	94	105	53	69	60	56
"LOC107810106"	87	123	203	83	85	100
"LOC107810111"	565	501	538	616	624	639
"LOC107810107"	0	0	0	0	0	0
"LOC107810108"	0	0	0	0	0	0
"LOC107810110"	0	0	0	0	0	0
"LOC107810109"	0	0	0	0	0	0
"LOC107810112"	10	12	7	10	14	2
"LOC107810116"	63	50	69	61	39	88
"LOC107810115"	2790	2532	3012	2303	2429	2621
"LOC107810113"	0	0	0	0	0	0
"LOC107810114"	0	0	0	0	0	0
"LOC107810117"	0	0	0	0	0	0
"LOC107810118"	0	0	0	0	0	0
"LOC107810124"	387	347	302	591	352	415
"LOC107810120"	3645	3078	3941	5544	4637	5202
"LOC107810119"	0	0	0	0	0	0
"LOC107810123"	170	164	107	70	54	162
"LOC107810122"	415	406	447	337	402	391
"LOC107810125"	0	0	0	0	0	0
"LOC107810126_1"	6	2	8	0	0	4
"LOC107810127"	111	64	152	45	72	127
"LOC107810128"	0	0	0	0	2	0
"LOC107810129"	433	335	483	322	352	378
"LOC107810132"	14	0	13	20	12	24
"LOC107810133"	79	65	145	47	156	101
"LOC107810135"	858	779	1175	1478	1516	1549
"LOC107810136"	0	0	0	0	0	0
"LOC107810137"	0	0	0	0	0	0
"LOC107810139"	11	14	2	0	4	4
"LOC107810140"	105	114	127	112	122	143
"LOC107810143"	343	393	287	261	228	233
"LOC107810142"	2571	2043	2596	2157	3151	2749
"LOC107810144"	0	0	0	0	0	0
"LOC107810145"	0	0	0	0	0	0
"LOC107810147"	1526	1221	1876	615	667	1049
"LOC107810150"	178	188	251	142	166	135
"LOC107810149"	702	874	1018	545	590	697
"LOC107810148"	0	0	0	0	0	0
"LOC107810151"	0	8	4	2	0	0
"LOC107810152"	262	226	90	62	94	66
"LOC107810153"	2	0	6	8	5	0
"LOC107810155"	4743	4401	4136	6101	5263	6113
"LOC107810156"	0	0	0	0	0	0
"LOC107810157"	213	275	253	240	184	167
"LOC107810158"	4	2	0	3	2	2
"LOC107810160"	1808	1947	1521	2450	2489	2413
"LOC107810159"	1202	1082	1486	632	473	502
"LOC107810162"	3	9	9	1	6	4
"LOC107810163"	12	0	2	2	0	12
"LOC107810164"	0	7	17	19	9	3
"LOC107810166"	48	57	75	26	19	46
"LOC107810165"	14	10	8	2	13	14
"LOC107810168"	0	0	0	0	0	0
"LOC107810169"	0	0	0	0	0	0
"LOC107810171"	0	0	0	0	0	0
"LOC107810170"	754	672	475	207	147	223
"LOC107810172"	97	160	138	78	76	147
"LOC107810173"	336	235	355	256	347	318
"LOC107810174"	379	352	334	355	441	444
"LOC107810175"	119	119	138	89	96	107
"LOC107810176"	266	267	421	208	273	273
"LOC107810182"	2450	2588	2761	1662	1522	1523
"LOC107810178"	0	0	0	0	0	0
"LOC107810183"	293	245	295	149	187	222
"LOC107810180"	5	2	3	0	2	3
"LOC107810181"	0	0	0	0	0	0
"LOC107810184"	69	87	104	154	309	217
"LOC107810177"	34	55	57	31	56	48
"LOC107810185"	1044	804	1226	901	969	1093
"LOC107810179"	0	0	0	0	0	0
"LOC107810187"	313	255	368	294	223	248
"LOC107810186"	33	11	41	9	30	18
"LOC107810188"	0	0	0	0	0	0
"LOC107810189"	1310	1153	1544	1086	1249	1361
"LOC107810191"	178	146	202	32	47	62
"LOC107810190"	455	473	360	164	145	157
"LOC107810193"	0	0	0	0	0	0
"LOC107810194"	0	0	0	0	0	0
"LOC107810197"	575	542	507	319	370	340
"LOC107810196"	826	868	984	755	793	1030
"LOC107810195"	0	0	0	0	0	0
"LOC107810198"	118	231	219	120	146	133
"LOC107810199"	6	0	22	0	2	4
"LOC107810200"	30	32	54	71	68	112
"LOC107810202"	111	94	88	61	62	57
"LOC107810201"	20	16	30	28	22	10
"LOC107810204"	2215	2507	2391	2091	2244	2021
"LOC107810206"	984	706	970	1263	1087	1335
"LOC107810207"	229	210	239	116	130	172
"LOC107810208"	814	674	1003	1999	2218	2561
"LOC107810203"	2	0	0	0	0	1
"LOC107810211"	1427	1296	1125	1050	948	955
"LOC107810210"	8	8	19	2	16	6
"LOC107810212"	157	121	148	143	110	113
"LOC107810214"	0	0	0	0	0	0
"LOC107810217"	1215	957	1861	1669	1778	2253
"LOC107810216"	38	10	22	14	20	18
"LOC107810215"	0	0	0	0	0	0
"LOC107810218"	6	1	12	11	8	10
"LOC107810219"	18944	13497	17346	9191	8053	11024
"LOC107810220"	4	4	4	0	2	4
"LOC107810225"	222	147	288	134	165	208
"LOC107810227"	162	162	156	98	82	81
"LOC107810228"	0	0	0	2	0	6
"LOC107810223"	684	763	728	522	471	625
"LOC107810222"	7	18	4	15	3	6
"LOC107810226"	153	116	131	121	163	236
"LOC107810224"	170	139	228	217	216	356
"LOC107810230"	8	10	15	94	119	80
"LOC107810232"	1174	1078	2433	553	747	680
"LOC107810235"	351	379	405	367	337	289
"LOC107810234"	532	575	602	401	471	476
"LOC107810238"	32	59	21	7	8	26
"LOC107810236"	410	371	318	287	378	415
"LOC107810233"	0	0	0	0	0	0
"LOC107810239"	509	575	326	287	202	223
"LOC107810240"	0	2	0	2	2	2
"LOC107810241"	134	29	194	45	35	58
"LOC107810242"	0	0	0	0	0	0
"LOC107810243"	0	0	0	0	0	0
"LOC107810245"	1444	1041	1442	1394	2428	2539
"LOC107810246"	2	0	0	4	2	0
"LOC107810247"	644	794	740	193	236	284
"TRNAF-GAA_57"	0	0	0	0	0	0
"LOC107810250"	100	42	140	53	22	16
"LOC107810251"	0	0	0	1	4	1
"LOC107810252"	0	4	2	0	0	0
"LOC107810253"	6	0	6	2	2	0
"LOC107810254"	0	0	0	0	0	0
"LOC107810255"	0	0	0	0	0	0
"LOC107810256"	43	33	43	13	23	10
"LOC107810257"	223	164	181	221	213	176
"LOC107810258"	108	137	123	205	178	143
"LOC107810259"	0	0	0	0	0	0
"LOC107810260"	0	2	4	6	0	6
"LOC107810265"	122	90	166	117	85	137
"LOC107810266"	256	304	267	881	583	583
"LOC107810262"	54	32	25	72	56	53
"LOC107810261"	2	0	3	24	15	14
"LOC107810267"	457	451	432	298	275	298
"LOC107810263"	12	2	4	6	6	14
"LOC107810264"	0	0	0	0	0	0
"LOC107810268"	122	37	173	70	92	119
"LOC107810269"	0	0	0	0	0	0
"LOC107810270"	0	0	0	0	0	0
"LOC107810271"	111	72	181	16	35	28
"LOC107810272"	925	890	974	763	893	887
"TRNASTOP-UCA"	0	0	0	0	0	0
"LOC107810274"	0	0	2	0	2	0
"LOC107810277"	1193	1366	991	1650	1593	1432
"LOC107810275"	940	935	870	785	1031	1014
"LOC107810278"	0	0	0	0	0	0
"LOC107810279"	35	35	18	9	6	31
"LOC107810282"	71	83	73	34	56	109
"LOC107810280"	62	58	94	130	143	216
"LOC107810283"	6	8	11	10	8	5
"LOC107810284"	4	2	0	4	4	2
"LOC107810287"	204	159	188	161	196	222
"LOC107810285"	300	329	340	183	159	220
"LOC107810290"	12	26	12	31	44	24
"TRNAG-GCC_58"	0	0	0	0	0	0
"TRNAM-CAU_78"	0	0	0	0	0	0
"LOC107810291"	277	229	207	223	221	244
"LOC107810292"	178	80	148	202	201	269
"LOC107810288"	0	0	0	0	0	0
"LOC107810289"	0	0	0	0	0	0
"LOC107810296"	18	10	17	22	12	8
"LOC107810295"	0	0	2	0	4	4
"LOC107810298"	289	292	345	85	90	86
"LOC107810299"	0	0	0	0	0	0
"LOC107810301"	479	502	465	280	359	355
"LOC107810302"	2093	1811	2141	1194	1223	1479
"LOC107810300"	49070	47498	41122	24865	22946	15790
"LOC107810303"	343	388	420	256	244	308
"LOC107810304"	0	0	1	0	0	0
"TRNAE-UUC_41"	0	0	0	0	0	0
"LOC107810307"	61	32	44	56	45	45
"LOC107810305"	0	0	0	0	0	0
"LOC107810309"	37	7	36	28	30	10
"LOC107810311"	135	160	133	195	187	225
"LOC107810310"	25252	19529	25821	35436	38789	42662
"LOC107810312"	105	95	172	114	66	99
"LOC107810314"	674	697	685	618	757	884
"LOC107810317"	16	8	22	14	2	33
"LOC107810316"	537	551	551	561	539	594
"LOC107810318"	352	311	209	78	57	80
"LOC107810319"	40	67	49	12	21	14
"LOC107810323"	38	36	45	25	22	44
"LOC107810322"	72	58	44	39	36	57
"LOC107810320"	465	595	540	333	347	425
"LOC107810324"	130	138	152	100	136	140
"LOC107810325"	633	504	669	319	364	455
"LOC107810326"	0	0	0	0	0	0
"TRNAP-CGG_12"	0	0	0	0	0	0
"LOC107810328"	12	20	26	8	19	6
"LOC107810330"	595	326	553	186	194	272
"TRNAA-AGC_32"	0	0	0	0	0	0
"TRNAA-AGC_33"	0	0	0	0	0	0
"LOC107810332"	27	15	17	54	27	27
"LOC107810331"	7	28	2	20	22	9
"LOC107810337"	16	6	35	4	18	14
"LOC107810333"	10	2	16	0	0	10
"LOC107810334"	14	4	26	12	9	8
"LOC107810335"	341	142	451	56	85	229
"LOC107810343"	0	0	0	0	2	0
"LOC107810342"	8	32	8	4	12	12
"LOC107810344"	221	243	232	181	160	168
"LOC107810345"	221	221	395	263	366	245
"LOC107810346"	0	1	0	0	0	0
"LOC107810348"	0	0	0	0	0	0
"LOC107810351"	1274	1036	1518	687	712	709
"LOC107810350"	26	24	28	10	17	21
"LOC107810349"	0	0	3	0	0	0
"LOC107810352"	0	0	0	0	0	0
"LOC107810353"	7	7	3	0	2	10
"LOC107810354"	83	119	90	156	111	127
"LOC107810355"	33	21	53	38	41	48
"LOC107810356"	0	0	0	0	0	0
"LOC107810357"	192	191	178	163	202	170
"LOC107810358"	276	282	328	300	287	405
"LOC107810361"	86	52	103	51	72	69
"LOC107810359"	204	178	218	138	155	217
"LOC107810363"	130	116	121	239	241	298
"LOC107810362"	13	2	0	2	12	3
"LOC107810364"	148	156	179	117	89	156
"LOC107810367"	450	476	520	490	552	558
"LOC107810366"	342	320	354	328	396	415
"LOC107810368"	203	211	245	190	157	155
"LOC107810369"	47	47	62	16	15	56
"LOC107810370"	143	98	151	10	21	73
"LOC107810371"	310	293	270	242	208	254
"LOC107810372"	0	2	0	0	0	0
"LOC107810373"	0	4	1	6	11	13
"LOC107810375"	95	159	101	87	103	126
"LOC107810376"	20	15	48	16	14	10
"LOC107810378"	2166	2471	2149	1548	1366	1633
"LOC107810377"	20	29	14	4	3	13
"TRNAV-AAC_35"	0	0	0	0	0	0
"LOC107810383"	12	2	2	1	4	2
"LOC107810381"	4	3	0	0	2	0
"LOC107810382"	0	3	0	5	1	0
"LOC107810386"	203	148	276	177	204	241
"TRNAH-GUG_26"	0	0	0	0	0	0
"LOC107810379"	51	14	53	23	28	19
"LOC107810384"	245	157	441	89	89	103
"LOC107810385"	85	58	139	62	102	142
"LOC107810391"	710	902	902	511	600	668
"LOC107810390"	0	0	0	0	0	0
"LOC107810392"	2009	1745	2358	1574	1777	2133
"LOC107810393"	58	95	58	83	74	72
"LOC107810397"	1486	1307	1932	925	1124	1397
"LOC107810394"	14	46	13	13	17	6
"LOC107810396"	0	10	1	4	2	0
"LOC107810399"	0	0	0	0	0	0
"LOC107810398"	0	0	0	0	0	0
"LOC107810400"	208	239	217	185	224	269
"LOC107810402"	30	32	39	32	22	40
"LOC107810401"	408	495	556	141	207	342
"LOC107810404"	39	38	31	34	54	40
"LOC107810405"	5	6	10	2	9	6
"LOC107810406"	228	255	239	201	188	261
"LOC107810407"	278	277	366	217	163	224
"LOC107810408"	197	239	173	102	114	137
"LOC107810409"	0	0	0	0	0	0
"LOC107810412"	0	0	0	0	0	0
"LOC107810413"	0	0	0	0	0	0
"LOC107810414"	0	0	0	0	0	0
"LOC107810415"	0	0	0	0	0	0
"LOC107810416"	0	2	6	29	97	27
"LOC107810417"	23	22	32	17	24	51
"LOC107810418"	304	272	340	233	250	290
"LOC107810419"	377	337	349	386	431	428
"LOC107810421"	142	244	118	116	91	142
"LOC107810422"	8	2	2	2	0	3
"LOC107810424"	3	0	4	1	2	6
"LOC107810425"	753	798	920	742	834	679
"LOC107810426"	921	942	1011	614	689	669
"LOC107810431"	321	258	407	136	153	258
"LOC107810427"	0	0	0	0	0	0
"LOC107810430"	12	10	16	8	4	10
"LOC107810428"	0	0	0	0	0	0
"LOC107810429"	0	0	0	0	0	0
"LOC107810432"	34	40	82	239	294	259
"LOC107810433"	44	27	23	14	32	24
"LOC107810434"	1645	1545	1759	1148	1200	1171
"LOC107810436"	1409	1268	1259	1433	1337	1534
"LOC107810435"	9	7	12	23	5	10
"LOC107810438"	0	0	0	0	0	0
"LOC107810440"	78	157	214	371	400	612
"LOC107810441"	294	285	286	254	219	321
"LOC107810442"	68	56	47	60	47	75
"LOC107810444"	2	4	0	2	2	14
"LOC107810446"	2087	1452	2227	1082	1445	1325
"LOC107810447"	1917	1745	2110	785	1346	1031
"LOC107810448"	4	0	2	0	2	0
"LOC107810449"	231	191	249	100	97	149
"LOC107810453"	0	0	0	0	0	0
"TRNAN-GUU_75"	0	0	0	0	0	0
"LOC107810450"	6	0	6	4	0	1
"LOC107810452"	0	0	0	0	0	0
"LOC107810455"	0	0	0	0	0	0
"LOC107810456"	0	0	0	0	0	0
"LOC107810457"	0	0	4	0	2	0
"LOC107810458"	142	196	189	96	113	178
"LOC107810459"	1227	1331	1306	931	925	1157
"LOC107810462"	52	42	48	38	33	65
"LOC107810461"	663	611	757	422	424	519
"LOC107810463"	11	0	2	2	5	0
"LOC107810464"	8	20	8	27	47	44
"LOC107810465"	0	0	0	0	0	0
"LOC107810466"	140	204	222	119	137	147
"LOC107810467"	0	0	0	0	0	0
"LOC107810470"	29	6	22	2	6	4
"LOC107810471"	10	4	28	14	12	22
"LOC107810468"	6	10	2	8	6	24
"LOC107810472"	524	685	600	495	282	434
"LOC107810473"	0	0	0	0	2	0
"LOC107810474"	1010	901	1402	1273	1211	1521
"LOC107810475"	0	0	0	0	0	0
"LOC107810477"	288	274	273	193	183	275
"LOC107810478"	14	14	19	10	14	34
"LOC107810479"	0	0	0	0	0	0
"LOC107810481"	810	459	729	179	292	339
"LOC107810483"	0	0	0	0	0	0
"LOC107810482"	0	0	0	0	0	0
"LOC107810485"	26	20	8	4	22	15
"LOC107810484"	0	0	0	0	0	0
"LOC107810486"	283	244	415	426	414	632
"LOC107810487"	0	0	0	0	0	0
"LOC107810489"	351	328	422	338	329	386
"LOC107810488"	339	400	335	262	260	265
"LOC107810491"	219	200	208	183	159	185
"LOC107810493"	0	0	0	0	0	0
"LOC107810494"	6	17	27	25	38	12
"LOC107810495"	0	0	0	0	0	0
"LOC107810498"	270	470	247	975	1071	737
"LOC107810496"	20	15	67	64	67	92
"LOC107810499"	0	0	0	0	0	0
"LOC107810500"	1	0	2	0	0	0
"LOC107810501"	7	2	2	4	2	0
"LOC107810502"	71	91	52	114	111	118
"LOC107810504"	228	216	228	190	167	253
"LOC107810503"	2278	2004	1761	3778	2863	3414
"LOC107810505"	472	417	467	304	359	341
"LOC107810506"	47	78	64	31	64	40
"LOC107810508"	5	6	12	4	0	2
"LOC107810509"	0	0	0	0	0	0
"LOC107810510"	587	583	641	425	375	480
"LOC107810511"	0	0	0	0	0	0
"LOC107810513"	0	0	0	0	0	0
"LOC107810516"	125	152	167	146	138	152
"LOC107810514"	361	253	304	253	275	275
"LOC107810517"	647	488	687	255	321	542
"LOC107810512"	500	308	500	305	236	300
"LOC107810519"	2	2	0	0	0	0
"LOC107810518"	515	234	446	611	780	871
"LOC107810520"	0	0	0	0	0	0
"LOC107810521"	1	0	0	0	0	2
"LOC107810526"	533	502	657	334	371	405
"LOC107810522"	0	0	0	0	0	2
"LOC107810524"	146	23	279	42	57	62
